val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.005792683605727163,159051.10876998314,0.041962439366821515,106065.93178337795
0.0060850755864596305,143261.99663349535,0.02066802605607752,38466.91750871717
0.0067612717387800355,83666.35068133436,0.019028848571039862,43002.54179912399
0.0045487105506436375,84423.77787972968,0.017964209158794354,32069.51038276129
0.011848798059980483,67417.34716671353,0.016623199207045265,12844.30029869364
0.003480769310788201,92561.63502922156,0.015040290922810465,32991.33700459005
0.007310174030891038,66215.22288972123,0.0155332788592678,31185.093150652352
0.009160330693852779,130156.22477004338,0.013665685967873719,24862.68283570784
0.00689039893501024,116799.16391940472,0.01299496764954874,17925.16412985747
0.009207263636788244,58212.53629850177,0.012622484115725858,20140.091306789076
0.00538093042811307,99244.08419023137,0.012496565352304508,21663.04721449823
0.009365143651827442,51164.13203175209,0.011303893258258448,31004.358065900382
0.003599973187774688,87928.74354313946,0.011722480639310206,23407.845161852045
0.0071294204975959575,49417.207983963286,0.010855686928761207,25771.43083630216
0.007165376235824318,51141.716933694166,0.010419072058241247,19089.426093439135
0.003351410823948394,90362.75516649261,0.009405732981355514,12871.170641036211
0.006531743135226646,51647.48847329892,0.009537004454029819,24928.18817904301
0.004987839100628631,51595.24102516469,0.009118506388707181,18943.651226165253
0.0038466090749432083,87798.36826448023,0.008648678117321205,17634.399924510115
0.004758402644141857,54094.61160803944,0.008182992212095503,16715.6884227357
0.0029154663760655565,82690.04425660749,0.00795810122112349,22578.42768566662
0.003086628509651879,84767.35977039485,0.007568547004170842,19735.356233967927
0.0041023469458221625,83708.419344473,0.007053316185724432,17255.509383019915
0.0071680114489613735,52308.55596406049,0.00749701405651236,22440.919982466618
0.004647512859150116,80844.73935823023,0.006874001875077769,13123.494022510593
0.0035849002161204508,106479.2682082463,0.006769790056082657,21053.770900865715
0.006054181177025436,49241.344174264945,0.006329419316818653,14749.893410328494
0.005903462693813451,49207.223534905206,0.006008212248715809,24235.34352319181
0.0045473643118913035,118144.31800791292,0.006016324902111191,21576.11716505794
0.0037500331840288744,56846.204091520725,0.005802756905682006,23901.688712725107
0.0034969330485191932,90324.76339572622,0.005747362213619685,22618.728239065655
0.0031824085836305947,87570.13031837443,0.005315876395741509,14377.624371368925
0.0027599211992901823,82741.45299320172,0.0050010138532557225,21039.18996604247
0.004415361319637467,56420.74400129539,0.005119330152553522,18340.936609617587
0.0032156377684822964,72393.99991087925,0.005281470402759516,24260.454372131608
0.004046735424395162,64583.227195131745,0.0048726965587396745,22720.601440035287
0.0029106061818236174,83290.76013717063,0.004641737616036908,22253.820813578717
0.004881809843862118,49848.3121359857,0.005048591376550622,19799.370930177334
0.004168580326905287,52055.237294645725,0.004599780824351109,20748.67320162188
0.0031560807737849826,96240.03730770003,0.0044753003913782915,22288.431189088984
0.004329232825804262,55133.7373624277,0.004350826949765117,23829.088819880082
0.003368841521896824,87399.94366062821,0.004354276681350449,18658.506990743863
0.004153325627043192,55782.02480318124,0.004505996129775452,14690.622346800465
0.004177795138909149,50803.84343744979,0.004049208328254142,22910.46414858181
0.004266608639316188,56380.78883530487,0.004121885626497916,26221.629610037075
0.007012909023297094,45417.717522393155,0.004041333098153947,17650.555392833645
0.003572669069960254,55790.89546262452,0.004009650594823189,29484.560046635255
0.003584937943662768,99554.04425660749,0.003962423992674735,18168.552944665164
0.0031704899805878074,62545.83937806274,0.004112165671347056,17750.231436414815
0.005812527370043003,43783.09098851221,0.0037741006781994288,19496.511219913806
0.002702208557872432,79333.33903287677,0.00377774426240032,16361.386841300318
0.0028572547480531017,88117.85563443927,0.003759843226238075,18712.646443843776
0.00447931577712489,104783.84508053503,0.0037617332290668607,21270.80475567032
0.003511725281482529,57574.0474009379,0.0037477922916601776,22213.769251840364
0.004113408779979212,50471.30440633033,0.0035968545132269293,18598.33967973069
0.005063734092728108,51975.9111039424,0.003631108188117712,23526.080126257428
0.0037480415423235503,109641.88515223328,0.0037158532402778075,21299.16588485873
0.004327157039463444,97076.8139158901,0.0035179798390905736,19533.51532243347
0.002690885360843495,79030.91962564268,0.003652489808245988,18578.5811414363
0.0052628860172066255,50885.15304541894,0.0035227536016412203,16956.913664931475
0.0038172123112157944,57582.13552879981,0.003623681554570794,20630.24327482786
0.0026834131419601203,69504.47834742529,0.003605845660097518,16526.19824949077
0.002687305680076307,79494.50524808202,0.0034240063159584493,18461.02037393059
0.002872389154077764,64958.09036466701,0.003250274509791348,18763.505302218164
0.002770075664297704,80112.08529106081,0.0035320324840308246,17737.31629509774
0.003211700143220722,56485.65232241123,0.0034413080105273907,21476.029123074288
0.0034217499878860837,93075.22307423883,0.0032863115098137976,18970.678520926267
0.005156205455918622,45088.366369095434,0.0033507149372944385,17614.964384240102
0.0031759490116540063,54041.303813865685,0.0033222281637017505,17432.902200105054
0.0029430226686202317,57938.43046448225,0.003169188251782019,24726.719743048197
0.003556688407742464,60072.835204450515,0.0032838411396842893,19637.061566930737
0.0030592993945649473,85345.61437580334,0.003289242692860001,16169.48896196527
0.0036167469393979077,79853.50141086921,0.0030954598696049996,20187.40960916991
0.0032434345361870023,60342.2357155768,0.003154173213325567,17501.16350038328
0.00335159259525087,70419.05282600618,0.003026747496388221,16552.906371811172
0.002732327490432097,83344.2299428121,0.0030906806576491918,20495.080025475454
0.002719970566045809,76517.21759896168,0.003023883728468317,18237.22086806682
0.0026969541610005507,66497.62332804466,0.0030916123836916888,17902.06605843832
0.0028527945963603596,59253.29021353832,0.0029797740482046444,19906.144851315
0.0026884793368548844,75775.80029673442,0.0029163486734032633,17065.386819610594
0.0035315639624290724,61026.389477727345,0.002922966253043989,20788.712146323513
0.0029486689428083004,62257.190781149584,0.0029017397771763094,18752.736177226696
0.0028450897144235115,57906.71730398457,0.0029632005667219225,21637.74103275312
0.0032098422977345537,51344.69964929105,0.0028785577225735634,17605.52441390112
0.0026822702732933134,79272.5589000241,0.002866127388172988,17911.818012630138
0.002749069680036034,85363.2392465155,0.0027431357849578737,23573.44884062919
0.0031131877417850925,50664.84777800651,0.0028720185571997348,18826.384536935064
0.003099572121172875,60365.20323294907,0.0028248214795238385,20775.200229820122
0.0029001891891924534,58978.28646042537,0.002850150778637094,15390.085085184388
0.0034419496910009714,52256.397305290004,0.002798876575525787,19992.616351274133
0.002707631569619082,75312.37749914645,0.0027377161022149404,17049.662090836864
0.002786810869580867,81124.20785593067,0.002759652134599322,28498.548190684432
0.0028593319445455825,90474.75640037557,0.002805432492361988,15323.421004013837
0.0026626575458076587,78848.37529623232,0.00277883023964399,14733.96951331937
0.0027129835524574725,64648.54379719634,0.0027564318287738804,18666.810942557124
0.0027313962211272173,70621.46622323868,0.0027224778538348818,20710.80134262447
0.003070861031720295,67119.74849373393,0.002789823627604519,17766.720316555733
0.0027155328858021292,89005.13796267472,0.002750170738262645,21735.8155117022
0.0026595941277886416,67340.46938137653,0.0027531310052500437,16466.306077339043
0.003043606671430458,103204.10847249559,0.0027134848316910406,20382.79935591953
0.0026173894718567094,76747.1968614436,0.0027801667489111424,20284.1277003479
0.0028143429627120113,80145.69003805832,0.002766210625579549,13921.161123545242
0.002616400534172176,71942.8185790388,0.002714842875314466,17804.53943227503
0.00261506598543347,68228.16910095999,0.0027451367915560633,24322.696865797658
0.0028323122709606485,72683.3876199992,0.0027666471675985445,25681.4711243537
0.0026201030250236506,66449.02044630663,0.002717212428354611,17158.910199592978
0.0027018170390795235,98017.44714010283,0.0027446100422007552,22024.102402664186
0.0029666947056048555,49984.07677438143,0.0026946230187254437,16244.286473266084
0.0026954546430720387,86741.0207450494,0.0027135932733762568,20410.349611245623
0.002993247131781131,50644.35053698385,0.00273714056847838,15176.050930751735
0.0025854364694706655,63670.84385041774,0.0026857514085595387,13759.596037590414
0.0025907206417307986,69762.69505768998,0.002756714492152303,17932.575509004237
0.0026105648334015996,72205.18036783018,0.0026938179286859804,20126.38470583072
0.002605368917123211,75722.98708000281,0.002669926598352396,18258.38270452467
0.0026747254705042182,53976.875237236905,0.0027108958890124904,22367.607436440678
0.002959771977215622,55646.55249211721,0.002696146250844507,23110.6741639981
0.0026042862522360753,71763.27795127731,0.002753583543349878,20364.61743173994
0.0026736193232401095,88768.30729208507,0.0026659031588963026,18115.208865670673
0.003419432034931483,42306.425262843426,0.0027201033871999737,17952.40749946827
0.002651508533632847,64018.577889018314,0.002703773816668634,17321.595551864622
0.0027105103523391454,91362.81529286833,0.002694354438491292,21273.208994882876
0.002606313021441773,79961.6887137994,0.0026885602256377875,18535.62572754113
0.0036036552601568113,45106.040698053905,0.0026596722024477136,20768.97302754237
0.002666612299384219,77155.649558413,0.0027365985342885477,17060.854489946785
0.00278140756584091,48193.130928412196,0.0026343214882821853,17153.35747411463
0.0027053538059868434,60317.9330100719,0.00268763451931714,23953.358924641238
0.0026515219234897348,55486.358695925046,0.0026271181402064987,23582.23670592279
0.0026398856919450367,59702.79340933282,0.002656100635716723,17365.469360705876
0.002810046826740655,51913.60386206619,0.002640910629561897,16228.899326618517
0.002779656954727358,49589.085299847364,0.0027137336419042896,15454.362117931301
0.003478195412314298,49387.49522639179,0.002658253594096434,22594.419741174213
0.0026020516442723934,73600.25054978712,0.0026492884055537695,20747.84177775186
0.002576141987489129,72439.32005015865,0.002676592667792308,22228.24825984373
0.0025788603905961874,74460.49143436697,0.0026425548032620702,20271.744005561442
0.002511130107786976,69903.94991414284,0.0026456096998526382,23111.987416034244
0.0027012022931588416,51852.479750763174,0.0027164180799687312,22921.19563938257
0.0025712020436641798,71397.5648284363,0.002640746333367996,20147.49797356014
0.0027415253393170075,92743.16685160267,0.0026317911776950805,19222.78255570027
0.0028068127731881213,48203.545848228634,0.0026787214627394737,18492.377343224478
0.0025452525357315963,65320.03564578647,0.0026315149619417677,18676.05297507257
0.002501668710175394,70084.25520540448,0.0026595522502468804,16114.640115527913
0.002545455447936809,82335.95827768517,0.002657261547679871,21113.725156469056
0.0030992041571798394,52456.872823445534,0.0025952040532572287,17054.4482930347
0.0037487926521843685,47299.67126119658,0.002652196270713614,20046.113060670756
0.0025608773812517563,59682.49078792778,0.002668439112793086,17624.296949988155
0.002523776013308365,71672.87605940714,0.0026444570014600532,18029.20357664257
0.0025424409423090498,60900.397711981845,0.0026067710116947605,16452.836757354995
0.0026286500129025134,58290.531794766226,0.0026323657351845905,17401.270898711642
0.0027861787080477474,70188.13533549567,0.00261909115481806,20880.641784083222
0.002512043037937815,71846.94950117488,0.00259298449142252,20551.21831631573
0.0026671716160497658,90241.82594216942,0.0026562525838992354,20508.39572628991
0.0026170525413753516,57762.67844106483,0.0026214818953520665,16214.479154829382
0.002585093074198094,59483.89244632672,0.0026014030822631667,15316.636598423327
0.002597773169911919,67036.67839964251,0.002569104323700323,21115.35416915428
0.002735544024226866,53198.72915076719,0.0026372865996939147,20326.25620814928
0.002473232597304187,66874.88120832664,0.0026061597761650713,12570.821198549433
0.002636823665523054,53292.87355398457,0.002623837435870605,18706.959277889444
